Categoria,Marca,Modelo,Versão,Motor,Tipo de Propulsão (Combustão / Híbrido / Plug-in / Elétrico),Transmissão e Velocidades (Manual=M / Automática=A / Dupla Embreagem=DCT / Automatizada=MTA / Contínua=CVT),Ar Condicionado (S=Sim / N=Não),Direção Assistida (H=Hidráulica / M=Mecânica / E=Elétrica / E-H=Eletro-hidráulica),Combustível (E=Elétrico / G=Gasolina / F=Flex / D=Diesel),Emissões Poluentes - NMOG+NOx (mg/km),Emissões Poluentes - CO (mg/km),Emissões Poluentes - CHO Aldeídos (mg/km),Emissões Poluentes - Redução Relativa ao Limite (A=≥40% abaixo PROCONVE L7 / B=<40%),Emissões GEE - CO2 Fóssil Etanol (g/km),Emissões GEE - CO2 Fóssil Gasolina ou Diesel (g/km),Emissões GEE - CO2e Fóssil VEHP Plug-in (g/km),Consumo Etanol - Cidade (km/l),Consumo Etanol - Estrada (km/l),Consumo Gasolina ou Diesel - Cidade (km/l),Consumo Gasolina ou Diesel - Estrada (km/l),Consumo Elétrico - Cidade (km/le),Consumo Elétrico - Estrada (km/le),Consumo Energético (MJ/km),Autonomia Modo Elétrico (km),Classificação PBE - Relativa na Categoria (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Classificação PBE - Absoluta Geral (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Selo CONPET de Eficiência Energética (SIM / NÃO),Transmissão - Tipo,Transmissão - Nº Velocidades,Combustível - Descrição,Consumo Gasolina ou Diesel - Combinado (km/l),Consumo Etanol - Combinado (km/l),Consumo Elétrico - Combinado (km/le),Faixa CO2 Gasolina/Diesel (g/km),Zero Emissão (Elétrico Puro),Eletrificado (Elétrico/Híbrido/Plug-in)
Comercial,BYD,ET3,---,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,30.7,26.3,0.71,170.0,A,A,NÃO,,,Elétrico,,,28.72,0-50,True,True
Comercial,CHEV,ONIX,10MT LOG (MY25),1.0 - 12 V,Combustão,M-6,S,E,F,43.0,338.0,4.0,B,0.0,90.0,,9.3,11.4,13.3,16.5,,,1.46,,A,B,SIM,M,6.0,Flex,14.74,10.24,,51-100,False,False
Comercial,CHEV,ONIX,10MT LOG (MY25.5),1.0 - 12 V,Combustão,M-6,S,E,F,34.0,137.0,3.0,B,0.0,87.0,,9.6,11.9,13.8,16.9,,,1.41,,A,B,SIM,M,6.0,Flex,15.2,10.64,,51-100,False,False
Comercial,CITROEN,E-JUMPY,CARGO,Elétrico,Elétrico,A-1,S,E-H,E,,,,A,,0.0,,,,,,34.4,24.6,0.7,289.0,A,A,NÃO,A,1.0,Elétrico,,,29.99,0-50,True,True
Comercial,CITROEN,JUMPER,CARGOL2,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,CITROEN,JUMPER,CARGOL2 (MY25),2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,CITROEN,JUMPER,CARGOPK,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,CITROEN,JUMPER,CARGOPK (MY25),2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,CITROEN,JUMPER,FURG PK,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,CITROEN,JUMPER,FURG PK (MY25),2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB16,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB16,2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB17,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB17,2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB19,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB19,2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,CITROEN,JUMPER,MB20,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,CITROEN,JUMPER,VITRE,2.2 T,Combustão,M-6,S,H,D,16.0,18.0,,A,,201.0,,,,10.0,9.8,,,2.71,,B,E,NÃO,M,6.0,Diesel,9.91,,,201-250,False,False
Comercial,CITROEN,JUMPER,VITRE (MY25),2.2 T,Combustão,M-6,S,H,D,30.0,33.0,,A,,194.0,,,,10.3,10.3,,,2.61,,B,D,NÃO,M,6.0,Diesel,10.3,,,151-200,False,False
Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,S,E,D,48.0,52.0,,A,,165.0,,,,11.9,11.9,,,2.24,,A,D,NÃO,M,6.0,Diesel,11.9,,,151-200,False,False
Comercial,CITROEN,JUMPY,CARGO (MY24),1.5 T,Combustão,M-6,S,E-H,D,24.0,35.0,,A,,161.0,,,,12.4,11.9,,,2.17,,A,D,NÃO,M,6.0,Diesel,12.18,,,151-200,False,False
Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,S,E,D,48.0,52.0,,A,,165.0,,,,11.9,11.9,,,2.24,,A,D,NÃO,M,6.0,Diesel,11.9,,,151-200,False,False
Comercial,FIAT,DUCATO,CARGO,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,FIAT,DUCATO,CARGO11.5M,2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,FIAT,DUCATO,MAXICARGO,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,FIAT,DUCATO,MB COMF-19,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,FIAT,DUCATO,MB COMF-19 (MY25),2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,FIAT,DUCATO,MB EXEC-17,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,FIAT,DUCATO,MB EXEC-17 (MY25),2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,FIAT,DUCATO,MB LUXO 16 (MY25),2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,FIAT,DUCATO,MULTI 13M,2.2 T,Combustão,M-6,S,H,D,16.0,18.0,,A,,201.0,,,,10.0,9.8,,,2.71,,B,E,NÃO,M,6.0,Diesel,9.91,,,201-250,False,False
Comercial,FIAT,DUCATO,MULTI 13M,2.2 T,Combustão,M-6,S,H,D,30.0,33.0,,A,,194.0,,,,10.3,10.3,,,2.61,,B,D,NÃO,M,6.0,Diesel,10.3,,,151-200,False,False
Comercial,FIAT,DUCATO,MXCARGO13M,2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,FIAT,E-SCUDO,CARGO,Elétrico,Elétrico,A-1,S,E-H,E,,,,A,,,,,,,,34.4,24.6,0.7,289.0,A,A,NÃO,A,1.0,Elétrico,,,29.99,,True,True
Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,Combustão,M-5,S,H,F,46.0,240.0,2.0,B,0.0,110.0,,8.1,8.4,11.7,12.4,,,1.81,,A,C,NÃO,M,5.0,Flex,12.02,8.24,,101-150,False,False
Comercial,FIAT,FIORINO,ENDURANCE (MY25),1.4-8V,Combustão,M-5,S,H,F,36.0,333.0,2.0,B,0.0,115.0,,7.7,8.6,11.1,12.3,,,1.87,,A,C,NÃO,M,5.0,Flex,11.64,8.1,,101-150,False,False
Comercial,FIAT,SCUDO,CARGO TD,1.5-16V T,Combustão,M-6,S,E-H,D,24.0,35.0,,A,,161.0,,,,12.4,11.9,,,2.17,,A,D,NÃO,M,6.0,Diesel,12.18,,,151-200,False,False
Comercial,FIAT,SCUDO,CARGO TD (MY 24),1.5 T,Combustão,M-6,S,E,D,48.0,52.0,,A,,165.0,,,,11.9,11.9,,,2.24,,A,D,NÃO,M,6.0,Diesel,11.9,,,151-200,False,False
Comercial,FIAT,SCUDO,MULTI TD,1.5-16V T,Combustão,M-6,S,E-H,D,24.0,35.0,,A,,161.0,,,,12.4,11.9,,,2.17,,A,D,NÃO,M,6.0,Diesel,12.18,,,151-200,False,False
Comercial,FIAT,SCUDO,MULTI TD (MY 24),1.5 T,Combustão,M-6,S,E,D,48.0,52.0,,A,,165.0,,,,11.9,11.9,,,2.24,,A,D,NÃO,M,6.0,Diesel,11.9,,,151-200,False,False
Comercial,FORD,E-Transit,C35 EBAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,E-Transit,C35 LBAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,E-Transit,F35 EAAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,E-Transit,F35 LAAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,E-Transit,F35 LMAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,E-Transit,F35 MAAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,E-Transit,F35 MMAB,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,22.5,16.9,1.04,193.0,A,B,NÃO,A,1.0,Elétrico,,,19.98,0-50,True,True
Comercial,FORD,Transit,350 F,2.0 - 16V,Combustão,M-6,S,E,D,85.0,92.0,,A,,205.0,,,,10.0,9.2,,,2.79,,B,E,NÃO,M,6.0,Diesel,9.64,,,201-250,False,False
Comercial,FORD,Transit,350 FL,2.0 - 16V,Combustão,M-6,S,E,D,85.0,92.0,,A,,205.0,,,,10.0,9.2,,,2.79,,B,E,NÃO,M,6.0,Diesel,9.64,,,201-250,False,False
Comercial,HYUNDAI,HR,HDB 4WD,"2,5 T 16V",Combustão,M-6,S,H,D,38.0,35.0,,A,,111.0,,,,10.2,8.9,,,2.8,,B,E,NÃO,M,6.0,Diesel,9.62,,,101-150,False,False
Comercial,JAC,EJV5.5,CARGO,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,38.0,27.4,0.63,260.0,A,A,NÃO,A,1.0,Elétrico,,,33.23,,True,True
Comercial,KIA,BONGO K2500 4X4,HD 4WD,2.5 - 16V,Combustão,M-6,S,H,D,32.0,19.0,,A,,235.0,,,,8.8,8.4,,,3.14,,D,E,NÃO,M,6.0,Diesel,8.62,,,201-250,False,False
Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,2.5 - 16V,Combustão,M-6,S,H,D,42.0,25.0,,A,,226.0,,,,9.2,8.6,,,3.02,,C,E,NÃO,M,6.0,Diesel,8.93,,,201-250,False,False
Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,Combustão,M-6,S,H,D,19.0,107.0,6.0,A,,183.0,,,,10.3,11.8,,,2.45,,A,D,NÃO,M,6.0,Diesel,10.98,,,151-200,False,False
Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,Combustão,M-6,S,H,D,19.0,107.0,6.0,A,,183.0,,,,10.3,11.8,,,2.45,,A,D,NÃO,M,6.0,Diesel,10.98,,,151-200,False,False
Comercial,Mercedes-Benz,320 ESPRINTER,C,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,21.1,16.3,1.09,294.0,A,B,NÃO,A,1.0,Elétrico,,,18.94,,True,True
Comercial,Mercedes-Benz,320 ESPRINTER,F,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,21.1,16.3,1.09,294.0,A,B,NÃO,A,1.0,Elétrico,,,18.94,,True,True
Comercial,NISSAN,Townstar,EV,Elétrico,Elétrico,A,S,E,E,0.0,0.0,0.0,A,,,,,,,,37.5,30.3,0.6,210.0,A,A,NÃO,A,,Elétrico,,,34.26,,True,True
Comercial,PEUGEOT,BOXER,16L LUXO,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,PEUGEOT,BOXER,16L LUXO (MY25),2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,PEUGEOT,BOXER,CARGO L2 (MY25),2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,PEUGEOT,BOXER,CARGO PK (MY25),2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,PEUGEOT,BOXER,FURGAOPK,2.2 T,Combustão,M-6,S,H,D,12.0,20.0,,A,,200.0,,,,10.0,9.9,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,PEUGEOT,BOXER,FURGAOPK (MY25),2.2 T,Combustão,M-6,S,H,D,35.0,40.0,,A,,201.0,,,,10.0,9.7,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.86,,,201-250,False,False
Comercial,PEUGEOT,BOXER,MB CFT19,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,PEUGEOT,BOXER,MB CFT19 (MY25),2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,PEUGEOT,BOXER,MB CFT20,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,PEUGEOT,BOXER,MB EXE17,2.2 T,Combustão,M-6,S,H,D,25.0,143.0,,A,,212.0,,,,9.5,9.3,,,2.86,,C,E,NÃO,M,6.0,Diesel,9.41,,,201-250,False,False
Comercial,PEUGEOT,BOXER,MB EXE17 (MY25),2.2 T,Combustão,M-6,S,H,D,41.0,50.0,,A,,217.0,,,,9.3,9.1,,,2.93,,C,E,NÃO,M,6.0,Diesel,9.21,,,201-250,False,False
Comercial,PEUGEOT,BOXER,VIDRADA,2.2 T,Combustão,M-6,S,H,D,16.0,18.0,,A,,201.0,,,,10.0,9.8,,,2.71,,B,E,NÃO,M,6.0,Diesel,9.91,,,201-250,False,False
Comercial,PEUGEOT,BOXER,VIDRADA (MY 25),2.2 T,Combustão,M-6,S,H,D,30.0,33.0,,A,,194.0,,,,10.3,10.3,,,2.61,,B,D,NÃO,M,6.0,Diesel,10.3,,,151-200,False,False
Comercial,PEUGEOT,E-EXPERT,CARGO,Elétrico,Elétrico,A-1,S,E-H,E,,,,A,,,,,,,,34.4,24.6,0.7,289.0,A,A,NÃO,A,1.0,Elétrico,,,29.99,,True,True
Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,Combustão,M-6,S,E,D,48.0,52.0,,A,,165.0,,,,11.9,11.9,,,2.24,,A,D,NÃO,M,6.0,Diesel,11.9,,,151-200,False,False
Comercial,PEUGEOT,EXPERT,CARGO (MY24),1.5 T,Combustão,M-6,S,E-H,D,24.0,35.0,,A,,161.0,,,,12.4,11.9,,,2.17,,A,D,NÃO,M,6.0,Diesel,12.18,,,151-200,False,False
Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,Combustão,M-6,S,E,D,48.0,52.0,,A,,165.0,,,,11.9,11.9,,,2.24,,A,D,NÃO,M,6.0,Diesel,11.9,,,151-200,False,False
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,Combustão,M-5,S,H,F,46.0,240.0,2.0,B,0.0,110.0,,8.1,8.4,11.7,12.4,,,1.81,,A,C,NÃO,M,5.0,Flex,12.02,8.24,,101-150,False,False
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK (MY25),1.4-8V,Combustão,M-5,S,H,F,36.0,333.0,2.0,B,0.0,115.0,,7.7,8.6,11.1,12.3,,,1.87,,A,C,NÃO,M,5.0,Flex,11.64,8.1,,101-150,False,False
Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,A,S,E,E,,,,A,,0.0,,,,,,52.7,39.6,0.44,185.0,A,A,NÃO,A,,Elétrico,,,46.81,0-50,True,True
Comercial,Renault,Kangoo,ETECHL2,Elétrico,Elétrico,A,S,E,E,,,,A,,,,,,,,37.5,30.3,0.6,210.0,A,A,NÃO,A,,Elétrico,,,34.26,,True,True
Comercial,Renault,Kangoo,EX PRO,1.6 16V,Combustão,M-5,S,E-H,F,30.0,457.0,2.0,B,0.0,117.0,,7.5,8.0,11.3,11.8,,,1.92,,A,C,NÃO,M,5.0,Flex,11.53,7.72,,101-150,False,False
Comercial,Renault,Master Bus,Minibus,2.3-16V,Combustão,M-6,S,E -H,D,106.0,25.0,,A,,214.0,,,,9.5,9.1,,,2.89,,C,E,NÃO,M,6.0,Diesel,9.32,,,201-250,False,False
Comercial,Renault,Master Chassis Cabine,Chassis Cabine,2.3-16V,Combustão,M-6,S,E -H,D,107.0,26.0,,A,,202.0,,,,10.3,9.3,,,2.72,,B,E,NÃO,M,6.0,Diesel,9.85,,,201-250,False,False
Comercial,Renault,Master Furgão,Furgão,2.3-16V,Combustão,M-6,S,E -H,D,109.0,32.0,,A,,200.0,,,,10.1,9.8,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Comercial,Renault,Master PRO Furgão,Furgão Pró Tolé L1H1/L2H2/L3H2/Vitré,2.3-16V,Combustão,M-6,S,E -H,D,96.0,29.0,,A,,200.0,,,,10.1,9.8,,,2.7,,B,E,NÃO,M,6.0,Diesel,9.96,,,151-200,False,False
Compacto,FIAT,ARGO,1.0,1.0-6V,Combustão,M-5,S,E,F,47.0,363.0,2.0,B,0.0,95.0,,9.4,10.2,13.3,14.7,,,1.53,,A,C,NÃO,M,5.0,Flex,13.93,9.76,,51-100,False,False
Compacto,FIAT,ARGO,DRIVE 1.0,1.0-6V,Combustão,M-5,S,E,F,47.0,363.0,2.0,B,0.0,95.0,,9.4,10.2,13.3,14.7,,,1.53,,A,C,NÃO,M,5.0,Flex,13.93,9.76,,51-100,False,False
Compacto,FIAT,ARGO,DRIVE 1.0 / 1.0,1.0-6V,Combustão,M-5,S,E,F,34.0,376.0,2.0,B,0.0,92.0,,9.4,10.6,13.6,15.1,,,1.5,,A,B,SIM,M,5.0,Flex,14.28,9.94,,51-100,False,False
Compacto,FIAT,ARGO,DRIVE 1.3 AT,1.3-8V,Combustão,CVT-7,S,E,F,41.0,312.0,3.0,B,0.0,100.0,,9.1,10.1,12.6,13.9,,,1.6,,B,C,NÃO,CVT,7.0,Flex,13.18,9.55,,51-100,False,False
Compacto,FIAT,ARGO,DRIVE 1.3 AT (MY 25),1.3-8V,Combustão,CVT-7,S,E,F,32.0,287.0,2.0,B,0.0,99.0,,8.8,10.4,12.6,14.4,,,1.59,,B,C,NÃO,CVT,7.0,Flex,13.41,9.52,,51-100,False,False
Compacto,Hyundai,HB20,Comfort,1.0-12V,Combustão,M-5,S,E,F,25.0,266.0,2.0,A,0.0,94.0,,9.6,10.4,13.5,14.6,,,1.51,,A,B,SIM,M,5.0,Flex,14.0,9.96,,51-100,False,False
Compacto,Hyundai,HB20,Comfort,1.0-12V T,Combustão,M-6,S,E,F,26.0,137.0,2.0,A,0.0,95.0,,9.4,10.6,13.4,14.5,,,1.52,,A,B,SIM,M,6.0,Flex,13.9,9.94,,51-100,False,False
Compacto,Hyundai,HB20,Comfort,1.0-12V T,Combustão,A-6,S,E,F,29.0,138.0,3.0,A,0.0,105.0,,8.3,9.9,11.8,14.0,,,1.69,,C,C,NÃO,A,6.0,Flex,12.79,9.02,,101-150,False,False
Compacto,Hyundai,HB20,Comfort (25MY),1.0-12V T,Combustão,A-6,S,E,F,27.0,117.0,3.0,A,0.0,100.0,,8.5,10.4,12.3,14.8,,,1.61,,B,C,NÃO,A,6.0,Flex,13.42,9.36,,51-100,False,False
Compacto,Hyundai,HB20,Comfort (25MY),1.0-12V,Combustão,M-5,S,E,F,19.0,128.0,1.0,A,0.0,93.0,,10.0,10.4,13.6,14.8,,,1.49,,A,B,SIM,M,5.0,Flex,14.14,10.18,,51-100,False,False
Compacto,Hyundai,HB20,Comfort (25MY),1.0-12V T,Combustão,A-6,S,E,F,33.0,101.0,3.0,A,0.0,96.0,,9.1,10.5,13.1,14.8,,,1.54,,B,C,NÃO,A,6.0,Flex,13.86,9.73,,51-100,False,False
Compacto,Hyundai,HB20,Comfort / Platinum Safety (25MY),1.0-12V T,Combustão,A-6,S,E,F,33.0,101.0,3.0,A,0.0,96.0,,9.1,10.5,13.1,14.8,,,1.54,,B,C,NÃO,A,6.0,Flex,13.86,9.73,,51-100,False,False
Compacto,Hyundai,HB20,Limited,1.0-12V,Combustão,M-5,S,E,F,25.0,266.0,2.0,A,0.0,94.0,,9.6,10.4,13.5,14.6,,,1.51,,A,B,SIM,M,5.0,Flex,14.0,9.96,,51-100,False,False
Compacto,Hyundai,HB20,Limited (25MY),1.0-12V,Combustão,M-5,S,E,F,19.0,128.0,1.0,A,0.0,93.0,,10.0,10.4,13.6,14.8,,,1.49,,A,B,SIM,M,5.0,Flex,14.14,10.18,,51-100,False,False
Compacto,Hyundai,HB20,Platinum,1.0-12V,Combustão,M-5,S,E,F,25.0,266.0,2.0,A,0.0,94.0,,9.6,10.4,13.5,14.6,,,1.51,,A,B,SIM,M,5.0,Flex,14.0,9.96,,51-100,False,False
Compacto,Hyundai,HB20,Platinum,1.0-12V T,Combustão,A-6,S,E,F,29.0,138.0,3.0,A,0.0,105.0,,8.3,9.9,11.8,14.0,,,1.69,,C,C,NÃO,A,6.0,Flex,12.79,9.02,,101-150,False,False
Compacto,Hyundai,HB20,Platinum Plus,1.0-12V T,Combustão,A-6,S,E,F,35.0,107.0,3.0,A,0.0,100.0,,9.0,10.2,12.6,14.1,,,1.59,,B,C,NÃO,A,6.0,Flex,13.28,9.54,,51-100,False,False
Compacto,Hyundai,HB20,Platinum Safety,1.0-12V T,Combustão,A-6,S,E,F,29.0,138.0,3.0,A,0.0,105.0,,8.3,9.9,11.8,14.0,,,1.69,,C,C,NÃO,A,6.0,Flex,12.79,9.02,,101-150,False,False
Compacto,Hyundai,HB20,Platinum Safety,1.0-12V T,Combustão,A-6,S,E,F,35.0,107.0,3.0,A,0.0,100.0,,9.0,10.2,12.6,14.1,,,1.59,,B,C,NÃO,A,6.0,Flex,13.28,9.54,,51-100,False,False
Compacto,Hyundai,HB20,Platinum Smart Sense,1.0-12V T,Combustão,A-6,S,E,F,29.0,138.0,3.0,A,0.0,105.0,,8.3,9.9,11.8,14.0,,,1.69,,C,C,NÃO,A,6.0,Flex,12.79,9.02,,101-150,False,False
Compacto,Hyundai,HB20,Sense,1.0-12V,Combustão,M-5,S,E,F,25.0,266.0,2.0,A,0.0,94.0,,9.6,10.4,13.5,14.6,,,1.51,,A,B,SIM,M,5.0,Flex,14.0,9.96,,51-100,False,False
Compacto,Hyundai,HB20,Sense,1.0-12V T,Combustão,A-6,S,E,F,29.0,138.0,3.0,A,0.0,105.0,,8.3,9.9,11.8,14.0,,,1.69,,C,C,NÃO,A,6.0,Flex,12.79,9.02,,101-150,False,False
Compacto,Hyundai,HB20,Sense (25MY),1.0-12V,Combustão,M-5,S,E,F,19.0,128.0,1.0,A,0.0,93.0,,10.0,10.4,13.6,14.8,,,1.49,,A,B,SIM,M,5.0,Flex,14.14,10.18,,51-100,False,False
Compacto,MINI,Cooper,E,Elétrico,Elétrico,A,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,48.1,38.5,0.47,246.0,A,A,NÃO,A,,Elétrico,,,43.78,0-50,True,True
