Categoria,Marca,Modelo,Versão,Motor,Tipo de Propulsão (Combustão / Híbrido / Plug-in / Elétrico),Transmissão e Velocidades (Manual=M / Automática=A / Dupla Embreagem=DCT / Automatizada=MTA / Contínua=CVT),Ar Condicionado (S=Sim / N=Não),Direção Assistida (H=Hidráulica / M=Mecânica / E=Elétrica / E-H=Eletro-hidráulica),Combustível (E=Elétrico / G=Gasolina / F=Flex / D=Diesel),Emissões Poluentes - NMOG+NOx (mg/km),Emissões Poluentes - CO (mg/km),Emissões Poluentes - CHO Aldeídos (mg/km),Emissões Poluentes - Redução Relativa ao Limite (A=≥40% abaixo PROCONVE L7 / B=<40%),Emissões GEE - CO2 Fóssil Etanol (g/km),Emissões GEE - CO2 Fóssil Gasolina ou Diesel (g/km),Emissões GEE - CO2e Fóssil VEHP Plug-in (g/km),Consumo Etanol - Cidade (km/l),Consumo Etanol - Estrada (km/l),Consumo Gasolina ou Diesel - Cidade (km/l),Consumo Gasolina ou Diesel - Estrada (km/l),Consumo Elétrico - Cidade (km/le),Consumo Elétrico - Estrada (km/le),Consumo Energético (MJ/km),Autonomia Modo Elétrico (km),Classificação PBE - Relativa na Categoria (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Classificação PBE - Absoluta Geral (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Selo CONPET de Eficiência Energética (SIM / NÃO),Transmissão - Tipo,Transmissão - Nº Velocidades,Combustível - Descrição,Consumo Gasolina ou Diesel - Combinado (km/l),Consumo Etanol - Combinado (km/l),Consumo Elétrico - Combinado (km/le),Faixa CO2 Gasolina/Diesel (g/km),Zero Emissão (Elétrico Puro),Eletrificado (Elétrico/Híbrido/Plug-in)
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLS 15T,1.5T -16V,Combustão,CVT,S,E,F,62.0,236.0,2.0,B,0.0,127.0,,6.9,8.1,9.9,11.5,,,2.06,,D,C,NÃO,CVT,,Flex,10.62,7.44,,101-150,False,False
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PLUS,1.5T -16V,Combustão,CVT,S,E,F,62.0,236.0,2.0,B,0.0,127.0,,6.9,8.1,9.9,11.5,,,2.06,,D,C,NÃO,CVT,,Flex,10.62,7.44,,101-150,False,False
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO 15T,1.5T -16V,Combustão,CVT,S,E,F,62.0,236.0,2.0,B,0.0,127.0,,6.9,8.1,9.9,11.5,,,2.06,,D,C,NÃO,CVT,,Flex,10.62,7.44,,101-150,False,False
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,54.0,461.0,1.0,B,0.0,121.0,,8.1,8.3,11.1,10.9,,,1.9,,C,C,NÃO,CVT,,Flex,11.01,8.19,,101-150,False,True
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO H,1.5T -16V,Híbrido,CVT,S,E,F,60.0,164.0,1.0,B,0.0,111.0,,8.7,8.8,11.8,12.3,,,1.76,,B,C,NÃO,CVT,,Flex,12.03,8.75,,101-150,False,True
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,CVT,S,E,F,54.0,461.0,1.0,B,0.0,121.0,,8.1,8.3,11.1,10.9,,,1.9,,C,C,NÃO,CVT,,Flex,11.01,8.19,,101-150,False,True
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,PRO HA,1.5T -16V,Híbrido,CVT,S,E,F,60.0,164.0,1.0,B,0.0,111.0,,8.7,8.8,11.8,12.3,,,1.76,,B,C,NÃO,CVT,,Flex,12.03,8.75,,101-150,False,True
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,SPORT,1.5T -16V,Combustão,CVT,S,E,F,62.0,236.0,2.0,B,0.0,127.0,,6.9,8.1,9.9,11.5,,,2.06,,D,C,NÃO,CVT,,Flex,10.62,7.44,,101-150,False,False
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,T,1.5T -16V,Combustão,CVT,S,E,F,62.0,236.0,2.0,B,0.0,127.0,,6.9,8.1,9.9,11.5,,,2.06,,D,C,NÃO,CVT,,Flex,10.62,7.44,,101-150,False,False
Utilitário Esportivo Compacto,CAOA CHERY,TIGGO 5X,TXS,1.5T -16V,Combustão,CVT,S,E,F,62.0,236.0,2.0,B,0.0,127.0,,6.9,8.1,9.9,11.5,,,2.06,,D,C,NÃO,CVT,,Flex,10.62,7.44,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A PR,1.2T - 12 V,Combustão,A-6,S,E,F,43.0,431.0,4.0,C,0.0,117.0,,7.2,9.2,10.4,13.2,,,1.89,,C,C,NÃO,A,6.0,Flex,11.66,8.1,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A PR (MY25.5),1.2T - 12V,Combustão,A-6,S,E,F,20.0,104.0,2.0,A,0.0,108.0,,7.7,10.0,11.2,14.1,,,1.76,,B,C,NÃO,A,6.0,Flex,12.5,8.74,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A RS,1.2T - 12 V,Combustão,A-6,S,E,F,43.0,431.0,4.0,C,0.0,117.0,,7.2,9.2,10.4,13.2,,,1.89,,C,C,NÃO,A,6.0,Flex,11.66,8.1,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,12T A RS (MY25.5),1.2T - 12V,Combustão,A-6,S,E,F,20.0,104.0,2.0,A,0.0,108.0,,7.7,10.0,11.2,14.1,,,1.76,,B,C,NÃO,A,6.0,Flex,12.5,8.74,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A,1.0T - 12 V,Combustão,A-6,S,E,F,38.0,488.0,3.0,B,0.0,110.0,,7.8,9.6,11.2,13.6,,,1.78,,C,C,NÃO,A,6.0,Flex,12.28,8.61,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17.0,136.0,2.0,A,0.0,107.0,,8.0,9.8,11.6,13.7,,,1.73,,B,C,NÃO,A,6.0,Flex,12.54,8.81,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LT,1.0T - 12 V,Combustão,A-6,S,E,F,38.0,488.0,3.0,B,0.0,110.0,,7.8,9.6,11.2,13.6,,,1.78,,C,C,NÃO,A,6.0,Flex,12.28,8.61,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LT (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17.0,136.0,2.0,A,0.0,107.0,,8.0,9.8,11.6,13.7,,,1.73,,B,C,NÃO,A,6.0,Flex,12.54,8.81,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LTZ,1.0T - 12 V,Combustão,A-6,S,E,F,38.0,488.0,3.0,B,0.0,110.0,,7.8,9.6,11.2,13.6,,,1.78,,C,C,NÃO,A,6.0,Flex,12.28,8.61,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A LTZ (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17.0,136.0,2.0,A,0.0,107.0,,8.0,9.8,11.6,13.7,,,1.73,,B,C,NÃO,A,6.0,Flex,12.54,8.81,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A MID,1.0T - 12 V,Combustão,A-6,S,E,F,38.0,488.0,3.0,B,0.0,110.0,,7.8,9.6,11.2,13.6,,,1.78,,C,C,NÃO,A,6.0,Flex,12.28,8.61,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A MID (MY25.5),1.0T - 12V,Combustão,A-6,S,E,F,17.0,136.0,2.0,A,0.0,107.0,,8.0,9.8,11.6,13.7,,,1.73,,B,C,NÃO,A,6.0,Flex,12.54,8.81,,101-150,False,False
Utilitário Esportivo Compacto,CHEVROLET,TRACKER,T A PR,1.0T - 12 V,Combustão,A-6,S,E,F,38.0,488.0,3.0,B,0.0,110.0,,7.8,9.6,11.2,13.6,,,1.78,,C,C,NÃO,A,6.0,Flex,12.28,8.61,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,BASALT,FEEL 1.0,1.0-6V,Combustão,M-5,S,E,F,34.0,417.0,3.0,B,0.0,97.0,,9.3,10.2,13.0,14.6,,,1.55,,A,C,NÃO,M,5.0,Flex,13.72,9.71,,51-100,False,False
Utilitário Esportivo Compacto,CITROEN,BASALT,FEEL T200,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,287.0,6.0,B,0.0,105.0,,8.3,9.6,11.9,13.7,,,1.7,,B,C,NÃO,CVT,7.0,Flex,12.71,8.89,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,BASALT,LIVE 1.0,1.0-6V,Combustão,M-5,S,E,F,34.0,417.0,3.0,B,0.0,97.0,,9.3,10.2,13.0,14.6,,,1.55,,A,C,NÃO,M,5.0,Flex,13.72,9.71,,51-100,False,False
Utilitário Esportivo Compacto,CITROEN,BASALT,SHINET200,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,287.0,6.0,B,0.0,105.0,,8.3,9.6,11.9,13.7,,,1.7,,B,C,NÃO,CVT,7.0,Flex,12.71,8.89,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3,FEEL 1.0,1.0-6V,Combustão,M-5,S,E,F,41.0,381.0,2.0,B,0.0,96.0,,9.3,10.5,13.0,14.6,,,1.54,,A,C,NÃO,M,5.0,Flex,13.72,9.84,,51-100,False,False
Utilitário Esportivo Compacto,CITROEN,C3,FEEL PK AT,1.6-16V,Combustão,A-6,S,E,F,50.0,551.0,2.0,C,0.0,121.0,,7.2,8.5,10.3,12.4,,,1.96,,C,C,NÃO,A,6.0,Flex,11.24,7.78,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3,LIVE 1.0,1.0-6V,Combustão,M-5,S,E,F,41.0,381.0,2.0,B,0.0,96.0,,9.3,10.5,13.0,14.6,,,1.54,,A,C,NÃO,M,5.0,Flex,13.72,9.84,,51-100,False,False
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PACK AT,1.6-16V,Combustão,A-6,S,E,F,50.0,551.0,2.0,C,0.0,121.0,,7.2,8.5,10.3,12.4,,,1.96,,C,C,NÃO,A,6.0,Flex,11.24,7.78,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3,LIVE PK 1.0,1.0-6V,Combustão,M-5,S,E,F,41.0,381.0,2.0,B,0.0,96.0,,9.3,10.5,13.0,14.6,,,1.54,,A,C,NÃO,M,5.0,Flex,13.72,9.84,,51-100,False,False
Utilitário Esportivo Compacto,CITROEN,C3,YOU 1.0T CVT,1.0-12V T,Combustão,CVT-7,S,E,F,49.0,227.0,3.0,B,0.0,114.0,,7.8,8.8,11.0,12.8,,,1.84,,C,C,NÃO,CVT,7.0,Flex,11.81,8.25,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL,1.0-12V T,Combustão,CVT-7,S,E,F,58.0,414.0,4.0,C,0.0,119.0,,7.4,8.6,10.6,12.0,,,1.93,,C,C,NÃO,CVT,7.0,Flex,11.23,7.94,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,FL PK,1.0-12V T,Combustão,CVT-7,S,E,F,58.0,414.0,4.0,C,0.0,119.0,,7.4,8.6,10.6,12.0,,,1.93,,C,C,NÃO,CVT,7.0,Flex,11.23,7.94,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3 AIRCROSS,SH,1.0-12V T,Combustão,CVT-7,S,E,F,58.0,414.0,4.0,C,0.0,119.0,,7.4,8.6,10.6,12.0,,,1.93,,C,C,NÃO,CVT,7.0,Flex,11.23,7.94,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3AIRCROSS,FL 7,1.0-12V T,Combustão,CVT-7,S,E,F,58.0,414.0,4.0,C,0.0,119.0,,7.4,8.6,10.6,12.0,,,1.93,,C,C,NÃO,CVT,7.0,Flex,11.23,7.94,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3AIRCROSS,FLPK7,1.0-12V T,Combustão,CVT-7,S,E,F,58.0,414.0,4.0,C,0.0,119.0,,7.4,8.6,10.6,12.0,,,1.93,,C,C,NÃO,CVT,7.0,Flex,11.23,7.94,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C3AIRCROSS,SH 7,1.0-12V T,Combustão,CVT-7,S,E,F,58.0,414.0,4.0,C,0.0,119.0,,7.4,8.6,10.6,12.0,,,1.93,,C,C,NÃO,CVT,7.0,Flex,11.23,7.94,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,FEEL P,1.6-16V,Combustão,A-6,S,E,F,41.0,480.0,1.0,B,0.0,113.0,,7.7,8.9,11.2,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.88,8.24,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,LIVE A,1.6-16V,Combustão,A-6,S,E,F,41.0,480.0,1.0,B,0.0,113.0,,7.7,8.9,11.2,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.88,8.24,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,NOIR,1.6-16V T,Combustão,A-6,S,E,F,44.0,197.0,5.0,B,0.0,107.0,,8.2,9.5,11.7,13.4,,,1.73,,B,C,NÃO,A,6.0,Flex,12.46,8.78,,101-150,False,False
Utilitário Esportivo Compacto,CITROEN,C4 CACTUS,SHINE T,1.6-16V T,Combustão,A-6,S,E,F,44.0,197.0,5.0,B,0.0,107.0,,8.2,9.5,11.7,13.4,,,1.73,,B,C,NÃO,A,6.0,Flex,12.46,8.78,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,ARGO,ENDUR 1.3 MT,1.3-8V,Combustão,M-5,S,E,F,22.0,151.0,2.0,A,0.0,100.0,,9.1,10.0,12.6,14.1,,,1.6,,B,C,NÃO,M,5.0,Flex,13.28,9.5,,51-100,False,False
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3,1.3-8V,Combustão,M-5,S,E,F,22.0,151.0,2.0,A,0.0,100.0,,9.1,10.0,12.6,14.1,,,1.6,,B,C,NÃO,M,5.0,Flex,13.28,9.5,,51-100,False,False
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3 AT,1.3-8V,Combustão,CVT-7,S,E,F,37.0,145.0,2.0,B,0.0,100.0,,8.9,10.1,12.7,13.9,,,1.6,,B,C,NÃO,CVT,7.0,Flex,13.24,9.44,,51-100,False,False
Utilitário Esportivo Compacto,FIAT,ARGO,TREKKING 1.3AT (MY25),1.3-8V,Combustão,CVT-7,S,E,F,32.0,287.0,2.0,B,0.0,99.0,,8.8,10.4,12.6,14.4,,,1.59,,B,C,NÃO,CVT,7.0,Flex,13.41,9.52,,51-100,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,ABARTH 270,1.3-16V T,Combustão,A-6,S,E,F,42.0,288.0,4.0,B,0.0,118.0,,7.2,9.3,10.3,13.1,,,1.9,,C,C,NÃO,A,6.0,Flex,11.56,8.15,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,AUDACE,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,206.0,6.0,B,0.0,102.0,,8.4,10.2,11.9,14.6,,,1.65,,B,C,NÃO,CVT,7.0,Flex,13.12,9.21,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,AUDACE HYB,1.0-12V T,Híbrido,CVT-7,S,E,F,38.0,186.0,4.0,B,0.0,100.0,,8.9,9.8,12.6,13.9,,,1.62,,B,C,NÃO,CVT,7.0,Flex,13.18,9.3,,51-100,False,True
Utilitário Esportivo Compacto,FIAT,FASTBACK,DRIVE,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,206.0,6.0,B,0.0,102.0,,8.4,10.2,11.9,14.6,,,1.65,,B,C,NÃO,CVT,7.0,Flex,13.12,9.21,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,IMPETUS,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,183.0,5.0,B,0.0,108.0,,8.1,9.7,11.3,13.9,,,1.74,,B,C,NÃO,CVT,7.0,Flex,12.47,8.82,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,IMPETUS HY,1.0-12V T,Híbrido,CVT-7,S,E,F,38.0,186.0,4.0,B,0.0,100.0,,8.9,9.8,12.6,13.9,,,1.62,,B,C,NÃO,CVT,7.0,Flex,13.18,9.3,,51-100,False,True
Utilitário Esportivo Compacto,FIAT,FASTBACK,LIMITED ED,1.3-16V T,Combustão,A-6,S,E,F,41.0,301.0,6.0,B,0.0,108.0,,7.8,9.7,11.4,13.7,,,1.76,,B,C,NÃO,A,6.0,Flex,12.44,8.66,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,TURBO 200,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,206.0,6.0,B,0.0,102.0,,8.4,10.2,11.9,14.6,,,1.65,,B,C,NÃO,CVT,7.0,Flex,13.12,9.21,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,FASTBACK,TURBO 270,1.3-16V T,Combustão,A-6,S,E,F,38.0,211.0,3.0,B,0.0,109.0,,7.9,9.7,11.3,13.6,,,1.76,,B,C,NÃO,A,6.0,Flex,12.34,8.71,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,ABARTH 270,1.3-16V T,Combustão,A-6,S,E,F,48.0,255.0,7.0,B,0.0,122.0,,7.1,8.9,10.2,12.3,,,1.96,,C,C,NÃO,A,6.0,Flex,11.14,7.91,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,AUDACE HYB,1.0-12V T,Híbrido,CVT-7,S,E,F,42.0,239.0,3.0,B,0.0,95.0,,9.3,10.2,13.4,14.4,,,1.54,,A,C,NÃO,CVT,7.0,Flex,13.85,9.71,,51-100,False,True
Utilitário Esportivo Compacto,FIAT,PULSE,AUDACE TF200,1.0-12V T,Combustão,CVT-7,S,E,F,44.0,144.0,5.0,B,0.0,102.0,,8.4,10.2,12.1,14.4,,,1.64,,B,C,NÃO,CVT,7.0,Flex,13.14,9.21,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE AT,1.3-8V,Combustão,CVT-7,S,E,F,39.0,333.0,2.0,B,0.0,99.0,,8.8,10.6,12.5,14.5,,,1.58,,A,C,NÃO,CVT,7.0,Flex,13.4,9.61,,51-100,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE MT,1.3-8V,Combustão,M-5,S,E,F,46.0,142.0,4.0,B,0.0,99.0,,9.0,10.4,12.5,14.7,,,1.58,,A,C,NÃO,M,5.0,Flex,13.49,9.63,,51-100,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,DRIVE TF200,1.0-12V T,Combustão,CVT-7,S,E,F,44.0,144.0,5.0,B,0.0,102.0,,8.4,10.2,12.1,14.4,,,1.64,,B,C,NÃO,CVT,7.0,Flex,13.14,9.21,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,IMPETUS HYB,1.0-12V T,Híbrido,CVT-7,S,E,F,42.0,239.0,3.0,B,0.0,95.0,,9.3,10.2,13.4,14.4,,,1.54,,A,C,NÃO,CVT,7.0,Flex,13.85,9.71,,51-100,False,True
Utilitário Esportivo Compacto,FIAT,PULSE,IMPETUS TF200,1.0-12V T,Combustão,CVT-7,S,E,F,44.0,144.0,5.0,B,0.0,102.0,,8.4,10.2,12.1,14.4,,,1.64,,B,C,NÃO,CVT,7.0,Flex,13.14,9.21,,101-150,False,False
Utilitário Esportivo Compacto,FIAT,PULSE,MT,1.3-8V,Combustão,M-5,S,E,F,46.0,142.0,4.0,B,0.0,99.0,,9.0,10.4,12.5,14.7,,,1.58,,A,C,NÃO,M,5.0,Flex,13.49,9.63,,51-100,False,False
Utilitário Esportivo Compacto,Hyundai,CRETA,Action,1.6-16V,Combustão,A-6,S,E,F,57.0,577.0,2.0,B,0.0,127.0,,7.1,8.1,9.7,12.1,,,2.04,,D,C,NÃO,A,6.0,Flex,10.78,7.55,,101-150,False,False
Utilitário Esportivo Compacto,Hyundai,CRETA,Comfort,1.0-12V T,Combustão,A-6,S,E,F,31.0,113.0,3.0,A,0.0,109.0,,8.3,9.1,11.9,12.6,,,1.75,,B,C,NÃO,A,6.0,Flex,12.22,8.66,,101-150,False,False
Utilitário Esportivo Compacto,Hyundai,CRETA,Limited,1.0-12V T,Combustão,A-6,S,E,F,31.0,113.0,3.0,A,0.0,109.0,,8.3,9.1,11.9,12.6,,,1.75,,B,C,NÃO,A,6.0,Flex,12.22,8.66,,101-150,False,False
Utilitário Esportivo Compacto,Hyundai,CRETA,N Line,1.0-12V T,Combustão,A-6,S,E,F,31.0,113.0,3.0,A,0.0,109.0,,8.3,9.1,11.9,12.6,,,1.75,,B,C,NÃO,A,6.0,Flex,12.22,8.66,,101-150,False,False
Utilitário Esportivo Compacto,Hyundai,CRETA,Platinum,1.0-12V T,Combustão,A-6,S,E,F,31.0,113.0,3.0,A,0.0,109.0,,8.3,9.1,11.9,12.6,,,1.75,,B,C,NÃO,A,6.0,Flex,12.22,8.66,,101-150,False,False
Utilitário Esportivo Compacto,Hyundai,CRETA,Ultimate,2.0-16V,Combustão,A-6,S,E,F,23.0,466.0,3.0,B,0.0,115.0,,7.7,8.8,11.1,12.4,,,1.85,,C,C,NÃO,A,6.0,Flex,11.68,8.2,,101-150,False,False
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 T FLEX,1.3-16V T,Combustão,A-6,S,E,F,56.0,379.0,5.0,B,0.0,115.0,,7.7,9.0,10.9,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.71,8.28,,101-150,False,False
Utilitário Esportivo Compacto,JEEP,RENEGADE,1.3 TURBO,1.3-16V T,Combustão,A-6,S,E,F,56.0,379.0,5.0,B,0.0,115.0,,7.7,9.0,10.9,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.71,8.28,,101-150,False,False
Utilitário Esportivo Compacto,JEEP,RENEGADE,LGTD T270,1.3-16V T,Combustão,A-6,S,E,F,56.0,379.0,5.0,B,0.0,115.0,,7.7,9.0,10.9,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.71,8.28,,101-150,False,False
Utilitário Esportivo Compacto,JEEP,RENEGADE,SAHARA,1.3-16V T,Combustão,A-6,S,E,F,56.0,379.0,5.0,B,0.0,115.0,,7.7,9.0,10.9,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.71,8.28,,101-150,False,False
Utilitário Esportivo Compacto,JEEP,RENEGADE,SPT T270,1.3-16V T,Combustão,A-6,S,E,F,56.0,379.0,5.0,B,0.0,115.0,,7.7,9.0,10.9,12.7,,,1.84,,C,C,NÃO,A,6.0,Flex,11.71,8.28,,101-150,False,False
Utilitário Esportivo Compacto,Nissan,Kicks,ACTIVE,1.6-16V,Combustão,CVT,S,E,F,30.0,159.0,2.0,B,0.0,109.0,,7.8,9.5,11.4,13.8,,,1.76,,B,C,NÃO,CVT,,Flex,12.48,8.57,,101-150,False,False
Utilitário Esportivo Compacto,Nissan,Kicks,ADVANCE,1.6-16V,Combustão,CVT,S,E,F,30.0,159.0,2.0,B,0.0,109.0,,7.8,9.5,11.4,13.8,,,1.76,,B,C,NÃO,CVT,,Flex,12.48,8.57,,101-150,False,False
Utilitário Esportivo Compacto,Nissan,Kicks,EXCLUSI,1.6-16V,Combustão,CVT,S,E,F,30.0,159.0,2.0,B,0.0,109.0,,7.8,9.5,11.4,13.8,,,1.76,,B,C,NÃO,CVT,,Flex,12.48,8.57,,101-150,False,False
Utilitário Esportivo Compacto,Nissan,Kicks,SENSE,1.6-16V,Combustão,CVT,S,E,F,30.0,159.0,2.0,B,0.0,109.0,,7.8,9.5,11.4,13.8,,,1.76,,B,C,NÃO,CVT,,Flex,12.48,8.57,,101-150,False,False
Utilitário Esportivo Compacto,Nissan,Kicks,XPLAY,1.6-16V,Combustão,CVT,S,E,F,30.0,159.0,2.0,B,0.0,109.0,,7.8,9.5,11.4,13.8,,,1.76,,B,C,NÃO,CVT,,Flex,12.48,8.57,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,ACT T200,1.0-12V T,Combustão,CVT-7,S,E,F,41.0,293.0,3.0,B,0.0,103.0,,8.6,9.8,12.3,13.7,,,1.66,,B,C,NÃO,CVT,7.0,Flex,12.93,9.14,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLU T200,1.0-12V T,Combustão,CVT-7,S,E,F,41.0,293.0,3.0,B,0.0,103.0,,8.6,9.8,12.3,13.7,,,1.66,,B,C,NÃO,CVT,7.0,Flex,12.93,9.14,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLURE EAT6,1.6-16V,Combustão,A-6,S,E,F,33.0,544.0,3.0,B,0.0,115.0,,7.6,8.6,11.0,12.4,,,1.87,,C,C,NÃO,A,6.0,Flex,11.63,8.05,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,ALLURE PK,1.6-16V,Combustão,A-6,S,E,F,33.0,544.0,3.0,B,0.0,115.0,,7.6,8.6,11.0,12.4,,,1.87,,C,C,NÃO,A,6.0,Flex,11.63,8.05,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,GRF THP AT,1.6-16V T,Combustão,A-6,S,E,F,49.0,172.0,6.0,B,0.0,112.0,,7.8,9.1,11.2,12.9,,,1.81,,C,C,NÃO,A,6.0,Flex,11.96,8.38,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,GRIFFE EAT6,1.6-16V,Combustão,A-6,S,E,F,33.0,544.0,3.0,B,0.0,115.0,,7.6,8.6,11.0,12.4,,,1.87,,C,C,NÃO,A,6.0,Flex,11.63,8.05,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,GT T200,1.0-12V T,Combustão,CVT-7,S,E,F,41.0,293.0,3.0,B,0.0,103.0,,8.6,9.8,12.3,13.7,,,1.66,,B,C,NÃO,CVT,7.0,Flex,12.93,9.14,,101-150,False,False
Utilitário Esportivo Compacto,PEUGEOT,2008,ROADTRIP AT,1.6-16V,Combustão,A-6,S,E,F,33.0,544.0,3.0,B,0.0,115.0,,7.6,8.6,11.0,12.4,,,1.87,,C,C,NÃO,A,6.0,Flex,11.63,8.05,,101-150,False,False
Utilitário Esportivo Compacto,Renault,Kardian,EVO AT,1.0 12V,Combustão,DCT,S,E,F,34.0,398.0,2.0,B,0.0,98.0,,9.0,9.7,13.1,13.9,,,1.59,,B,C,NÃO,DCT,,Flex,13.46,9.32,,51-100,False,False
Utilitário Esportivo Compacto,Renault,Kardian,PREM AT,1.0 12V,Combustão,DCT,S,E,F,34.0,398.0,2.0,B,0.0,98.0,,9.0,9.7,13.1,13.9,,,1.59,,B,C,NÃO,DCT,,Flex,13.46,9.32,,51-100,False,False
Utilitário Esportivo Compacto,Renault,Kardian,TECH AT,1.0 12V,Combustão,DCT,S,E,F,34.0,398.0,2.0,B,0.0,98.0,,9.0,9.7,13.1,13.9,,,1.59,,B,C,NÃO,DCT,,Flex,13.46,9.32,,51-100,False,False
Utilitário Esportivo Compacto,Renault,Kwid,Intense,1.0-12V,Combustão,M-5,S,E-H,F,65.0,403.0,5.0,C,0.0,84.0,,10.8,11.0,15.3,15.7,,,1.36,,A,B,SIM,M,5.0,Flex,15.48,10.89,,51-100,False,False
